ID	Name	Bgd count	Result count	Result gene list	Pct of bgd	Fold enrichment	Odds ratio	P-value	Benjamini	Bonferroni
GO:0005576	extracellular region	111	14	CNAG_00150,CNAG_00457,CNAG_00776,CNAG_01562,CNAG_01648,CNAG_01890,CNAG_02189,CNAG_02860,CNAG_03787,CNAG_04380,CNAG_04969,CNAG_05235,CNAG_06101,CNAG_06291,	12.6	5.28	6.54	2.75332572591e-07	4.12998858886e-06	4.12998858886e-06
GO:0005886	plasma membrane	50	4	CNAG_03326,CNAG_03876,CNAG_05581,CNAG_06424,	8.0	3.35	3.64	0.0306155225099	0.229616418824	0.459232837648
